step,epsilon,episodes,avg_ext_20ep,avg_intr_20ep,avg_state_intr_20ep,current_ep_ext,current_ep_intr,current_ep_state_intr,replay_size
1000,0.9901,0,0.0,0.0,0.0,0.0,0.05,0.05,1000
2000,0.9802,0,0.0,0.0,0.0,0.0,3.0205244241831744,3.0205244241831744,2000
3000,0.9703,1,0.0,3.357244681461092,3.357244681461092,0.0,4.980438166668653,4.980438166668653,3000
4000,0.9604,1,0.0,3.357244681461092,3.357244681461092,0.0,11.985853950501783,11.985853950501783,4000
5000,0.9505,2,0.0,8.15335448877018,8.15335448877018,0.0,5.832477932682864,5.832477932682864,5000
6000,0.9406,2,0.0,8.15335448877018,8.15335448877018,0.0,13.610557373341532,13.610557373341532,6000
7000,0.9307,3,0.0,10.555909280245421,10.555909280245421,0.0,4.954048568482781,4.954048568482781,7000
8000,0.9208,3,0.0,10.555909280245421,10.555909280245421,0.0,12.366818435054533,12.366818435054533,8000
9000,0.9109,4,0.0,11.634565554691697,11.634565554691697,0.0,5.589221226925414,5.589221226925414,9000
10000,0.901,4,0.0,11.634565554691697,11.634565554691697,0.0,12.984708023382026,12.984708023382026,10000
11000,0.8911,5,0.0,12.528347507162064,12.528347507162064,0.0,4.146392174069802,4.146392174069802,11000
12000,0.8812,5,0.0,12.528347507162064,12.528347507162064,0.0,11.187088167292968,11.187088167292968,12000
13000,0.8713,6,0.0,12.86231412515147,12.86231412515147,0.0,4.097189078271701,4.097189078271701,13000
14000,0.8613999999999999,6,0.0,12.86231412515147,12.86231412515147,0.0,11.559902510186179,11.559902510186179,14000
15000,0.8515,7,0.0,13.162638247433511,13.162638247433511,0.0,4.080247205321833,4.080247205321833,15000
16000,0.8416,7,0.0,13.162638247433511,13.162638247433511,0.0,10.672504253856548,10.672504253856548,16000
17000,0.8317,8,0.0,13.403865806038887,13.403865806038887,0.0,3.6279034956597704,3.6279034956597704,17000
18000,0.8218,8,0.0,13.403865806038887,13.403865806038887,0.0,10.7931178629696,10.7931178629696,18000
19000,0.8119000000000001,9,0.0,13.57437763622829,13.57437763622829,0.0,3.6285606061170568,3.6285606061170568,19000
20000,0.802,9,0.0,13.57437763622829,13.57437763622829,0.0,10.773271389661186,10.773271389661186,20000
21000,0.7921,10,0.1,13.8335204206487,13.8335204206487,0.0,2.968961921595444,2.968961921595444,21000
22000,0.7822,10,0.1,13.8335204206487,13.8335204206487,0.0,9.863759442697344,9.863759442697344,22000
23000,0.7723,11,0.09090909090909091,13.909226261647541,13.909226261647541,0.0,2.7736609788115993,2.7736609788115993,23000
24000,0.7624,11,0.09090909090909091,13.909226261647541,13.909226261647541,0.0,10.41565222393822,10.41565222393822,24000
25000,0.7525,12,0.08333333333333333,14.070832811968584,14.070832811968584,0.0,2.841857458294547,2.841857458294547,25000
26000,0.7425999999999999,12,0.08333333333333333,14.070832811968584,14.070832811968584,0.0,10.346675208053073,10.346675208053073,26000
27000,0.7326999999999999,13,0.07692307692307693,14.159772992578224,14.159772992578224,0.0,1.8983065399003514,1.8983065399003514,27000
28000,0.7228,13,0.07692307692307693,14.159772992578224,14.159772992578224,0.0,8.912925641965217,8.912925641965217,28000
29000,0.7129000000000001,14,0.07142857142857142,14.209610059837612,14.209610059837612,0.0,1.6213987176436289,1.6213987176436289,29000
30000,0.7030000000000001,14,0.07142857142857142,14.209610059837612,14.209610059837612,0.0,9.102481692356424,9.102481692356424,30000
31000,0.6931,15,0.06666666666666667,14.273546935336642,14.273546935336642,0.0,1.1531300334512364,1.1531300334512364,31000
32000,0.6832,15,0.06666666666666667,14.273546935336642,14.273546935336642,0.0,7.839417436232556,7.839417436232556,32000
33000,0.6733,16,0.0625,14.26096182099097,14.26096182099097,0.0,1.3235430249525906,1.3235430249525906,33000
34000,0.6634,16,0.0625,14.26096182099097,14.26096182099097,0.0,8.24602502387335,8.24602502387335,34000
35000,0.6535,17,0.058823529411764705,14.324841779278561,14.324841779278561,0.0,0.6922067797199152,0.6922067797199152,35000
36000,0.6436,17,0.058823529411764705,14.324841779278561,14.324841779278561,0.0,7.985861527316935,7.985861527316935,36000
37000,0.6336999999999999,18,0.05555555555555555,14.377543430001529,14.377543430001529,0.0,0.45205923017781946,0.45205923017781946,37000
38000,0.6238,18,0.05555555555555555,14.377543430001529,14.377543430001529,0.0,7.479006035757099,7.479006035757099,38000
39000,0.6139,19,0.05263157894736842,14.395952772022817,14.395952772022817,0.0,0.9700122092197759,0.9700122092197759,39000
40000,0.604,19,0.05263157894736842,14.395952772022817,14.395952772022817,0.0,7.651343150765711,7.651343150765711,40000
41000,0.5941000000000001,20,0.1,14.498769841079811,14.498769841079811,0.0,0.0,0.0,41000
42000,0.5842,20,0.1,14.498769841079811,14.498769841079811,0.0,6.473279265600503,6.473279265600503,42000
43000,0.5743,21,0.1,14.995550372029607,14.995550372029607,0.0,1.5429345085000707,1.5429345085000707,43000
44000,0.5644,21,0.1,14.995550372029607,14.995550372029607,0.0,8.390023096224512,8.390023096224512,44000
45000,0.5545,22,0.1,15.177119296838672,15.177119296838672,0.0,0.012565571744588225,0.012565571744588225,45000
46000,0.5446,22,0.1,15.177119296838672,15.177119296838672,0.0,6.101697683252056,6.101697683252056,46000
47000,0.5347,23,0.1,15.092102633901579,15.092102633901579,0.0,0.0,0.0,47000
48000,0.5248,23,0.1,15.092102633901579,15.092102633901579,0.0,6.974143496236156,6.974143496236156,48000
49000,0.5149,23,0.1,15.092102633901579,15.092102633901579,0.0,15.125399169807357,15.125399169807357,49000
50000,0.505,24,0.1,15.133472105825055,15.133472105825055,0.0,6.156332078576132,6.156332078576132,50000
51000,0.4951,24,0.1,15.133472105825055,15.133472105825055,0.0,13.943506504497911,13.943506504497911,50000
52000,0.48519999999999996,25,0.1,15.084740184267247,15.084740184267247,0.0,4.8020548074218885,4.8020548074218885,50000
53000,0.47529999999999994,25,0.1,15.084740184267247,15.084740184267247,0.0,11.88112774466477,11.88112774466477,50000
54000,0.4653999999999999,26,0.1,15.036232946263477,15.036232946263477,0.0,6.186423946979328,6.186423946979328,50000
55000,0.4555,26,0.1,15.036232946263477,15.036232946263477,0.0,13.09612117031629,13.09612117031629,50000
56000,0.4456,27,0.1,15.075842189152144,15.075842189152144,1.0,4.9522214146053605,4.9522214146053605,50000
57000,0.4357000000000001,27,0.1,15.075842189152144,15.075842189152144,2.0,12.707818179828138,12.707818179828138,50000
58000,0.42580000000000007,28,0.2,15.067974867941487,15.067974867941487,0.0,4.464070605723833,4.464070605723833,50000
59000,0.41590000000000005,28,0.2,15.067974867941487,15.067974867941487,0.0,11.773466708043681,11.773466708043681,50000
60000,0.406,29,0.25,15.04048257163742,15.04048257163742,1.0,3.842621714309928,3.842621714309928,50000
61000,0.3961,29,0.25,15.04048257163742,15.04048257163742,2.0,10.999883730371396,10.999883730371396,50000
62000,0.3862,30,0.3,14.913646045254614,14.913646045254614,0.0,4.006685366511764,4.006685366511764,50000
